-2.454734444618225098e-01,-8.765017986297607422e-02,-6.948801875114440918e-02,-2.306027412414550781e-01,-1.719817072153091431e-01,-8.048074692487716675e-02,-1.770542934536933899e-02,-2.990602143108844757e-02,-8.142924308776855469e-02,-1.375900804996490479e-01,-1.836898624897003174e-01,-2.428667545318603516e-01,-5.366885662078857422e-02,-4.496870934963226318e-02,2.271320857107639313e-02,-6.105967611074447632e-02,-1.832900755107402802e-02,-7.183004170656204224e-02,-1.517746299505233765e-01,3.371666744351387024e-02,-5.263647437095642090e-02,-9.249886125326156616e-02,-8.489580452442169189e-02,-8.158830553293228149e-02,-4.413501024246215820e-01,-2.219837307929992676e-01,-2.333478629589080811e-01,-1.213993690907955170e-02,-2.762697935104370117e-01,-1.631150692701339722e-01,-2.069123387336730957e-01,-5.107522010803222656e-02,-2.502507716417312622e-02,-3.018179237842559814e-01,-1.413211524486541748e-01,-2.147714644670486450e-01,-1.232136562466621399e-01,-2.553086876869201660e-01,-1.213938370347023010e-02,-3.472085297107696533e-01,-1.921737194061279297e-01,-7.443650066852569580e-02,-9.632118791341781616e-02,-1.919963210821151733e-01,2.427789121866226196e-01,-1.076669022440910339e-01,-3.170819580554962158e-02,-2.099244445562362671e-01,-2.246345132589340210e-01,2.547388896346092224e-03
-3.092512488365173340e-02,-3.274621441960334778e-02,1.233395072631537914e-03,-7.904519885778427124e-02,-3.496610522270202637e-01,-6.465128064155578613e-02,7.736042886972427368e-02,-1.226366460323333740e-01,3.279678523540496826e-02,-7.716264575719833374e-02,-1.943999379873275757e-01,-3.347918391227722168e-01,-1.281314194202423096e-01,-4.147711396217346191e-02,-3.550305962562561035e-02,-1.369228363037109375e-01,-2.032933831214904785e-01,-1.296867430210113525e-01,-2.088363319635391235e-01,3.772687911987304688e-02,7.739272713661193848e-02,-3.140203058719635010e-01,4.696611315011978149e-02,-2.188378944993019104e-02,-6.660739332437515259e-02,-3.546011575963348150e-04,2.600426785647869110e-02,-1.831454485654830933e-01,5.042940005660057068e-02,-1.396586894989013672e-01,1.387780159711837769e-02,-1.417392790317535400e-01,-1.781678348779678345e-01,-1.960908323526382446e-01,-5.599102587439119816e-04,-2.526746131479740143e-02,-7.487815618515014648e-02,-1.220149621367454529e-01,3.851244971156120300e-02,-1.742411702871322632e-01,-5.310517176985740662e-02,-2.042184025049209595e-01,-1.394347753375768661e-02,-2.547350227832794189e-01,-6.623252481222152710e-02,-4.207592457532882690e-02,8.836076408624649048e-02,-2.677938342094421387e-01,-6.687637418508529663e-02,-9.902713447809219360e-02
-1.296895146369934082e-01,-5.225328728556632996e-02,-7.656069099903106689e-02,1.039814576506614685e-02,8.296537399291992188e-02,-6.812636554241180420e-02,-6.417983770370483398e-02,9.975333511829376221e-02,-3.340695798397064209e-02,-1.860235631465911865e-01,1.639831066131591797e-02,-1.442629843950271606e-01,1.970359981060028076e-01,-7.327002286911010742e-02,2.136905863881111145e-02,3.407981619238853455e-02,1.136540174484252930e-01,-4.934237897396087646e-02,7.710240036249160767e-02,-9.955598413944244385e-02,-3.252117708325386047e-02,-1.241461634635925293e-01,-3.437462029978632927e-03,-3.929786756634712219e-02,-8.878280222415924072e-02,-3.543496876955032349e-02,7.815262675285339355e-02,-1.975494809448719025e-02,4.859884828329086304e-02,-1.434104330837726593e-02,4.366645589470863342e-02,-1.154052764177322388e-01,-1.765633076429367065e-01,-6.924844812601804733e-03,-6.673818081617355347e-02,1.314951181411743164e-01,5.825003609061241150e-02,3.966763149946928024e-03,8.462490886449813843e-02,1.077205464243888855e-01,-5.785737931728363037e-02,-2.953093498945236206e-03,-6.913289427757263184e-02,-6.033716723322868347e-02,-7.083468884229660034e-02,6.110426038503646851e-02,1.297049224376678467e-01,6.668850034475326538e-02,-1.086725816130638123e-01,-8.081348240375518799e-02
7.293983548879623413e-02,7.086754590272903442e-02,-1.116354465484619141e-01,2.330070286989212036e-01,-8.021556586027145386e-02,9.275026386603713036e-04,1.020443066954612732e-01,1.163456663489341736e-01,1.230666935443878174e-01,9.877207688987255096e-03,3.380418196320533752e-02,3.812851756811141968e-02,1.288963947445154190e-02,6.465526670217514038e-02,6.575533002614974976e-02,-3.508381079882383347e-03,-6.724022328853607178e-02,7.233678549528121948e-02,-2.402714081108570099e-02,-1.267856210470199585e-01,-2.136601135134696960e-03,-6.812854669988155365e-03,-8.674184232950210571e-02,1.969882100820541382e-01,-1.985370665788650513e-01,1.091671064496040344e-01,-1.712974533438682556e-02,1.804329901933670044e-01,4.536349326372146606e-02,6.545811146497726440e-02,-1.302008628845214844e-01,1.904921233654022217e-01,-2.158076129853725433e-02,-5.698125064373016357e-02,1.709543019533157349e-01,1.389698684215545654e-01,7.706554979085922241e-02,1.693777143955230713e-01,1.097843870520591736e-01,2.413464933633804321e-01,1.585833877325057983e-01,-4.933387041091918945e-02,1.597838252782821655e-01,5.743617936968803406e-02,-1.461827605962753296e-01,4.489197954535484314e-02,1.975811272859573364e-02,1.230127662420272827e-01,1.436204556375741959e-02,-1.084504872560501099e-01
-2.693036198616027832e-02,-5.928196385502815247e-02,-1.121354755014181137e-03,6.577716022729873657e-02,-1.082593500614166260e-01,-5.292824283242225647e-02,-9.491097182035446167e-02,-1.685365736484527588e-01,8.821773529052734375e-02,3.238800168037414551e-02,-1.667287386953830719e-02,-2.117397263646125793e-03,-1.330065578222274780e-01,2.207687869668006897e-02,-6.936461199074983597e-03,-1.243331432342529297e-01,9.098986536264419556e-02,-5.021571740508079529e-02,-2.518074773252010345e-02,-1.181244626641273499e-01,-1.297711431980133057e-01,1.452855486422777176e-02,-1.443092226982116699e-01,-1.103406623005867004e-01,-1.028213426470756531e-01,-6.391166150569915771e-02,2.148533053696155548e-02,1.295959055423736572e-01,-3.623181581497192383e-02,-9.926431626081466675e-02,-9.226732701063156128e-02,-4.686751961708068848e-02,6.892827898263931274e-02,-5.106053128838539124e-02,2.795230783522129059e-02,-3.356696804985404015e-03,9.654726600274443626e-04,-1.075587496161460876e-01,-1.625908315181732178e-01,-1.519995182752609253e-01,-2.259780280292034149e-02,-2.085649669170379639e-01,1.044499054551124573e-01,2.944597229361534119e-02,-1.248601526021957397e-01,-7.159544527530670166e-02,1.536284834146499634e-01,-1.648526042699813843e-01,-1.694684475660324097e-01,-3.121240437030792236e-01
-7.512252032756805420e-02,-8.481726050376892090e-02,-3.813018649816513062e-02,-2.920433282852172852e-01,-1.112188622355461121e-01,-2.353828698396682739e-01,-9.131082147359848022e-02,-6.151859834790229797e-02,-1.510701477527618408e-01,-9.207599214278161526e-04,-1.194659546017646790e-01,-1.738189905881881714e-01,-1.252900958061218262e-01,-5.288182944059371948e-02,4.192275553941726685e-02,-9.434015303850173950e-02,-5.070492625236511230e-03,-2.387736886739730835e-01,-2.935509681701660156e-01,-1.367797404527664185e-01,4.693613946437835693e-02,-2.347794128581881523e-03,-1.241712123155593872e-01,-7.306141313165426254e-03,-1.783938407897949219e-01,-2.449201196432113647e-01,-3.958854079246520996e-02,-2.411752343177795410e-01,-1.572708636522293091e-01,-7.693739980459213257e-02,-4.776348918676376343e-02,-4.909051209688186646e-02,-1.295310854911804199e-01,-3.175733089447021484e-01,1.467114128172397614e-02,-9.586002677679061890e-02,-1.548675261437892914e-02,-1.495794355869293213e-01,-2.346754074096679688e-01,-1.878924220800399780e-01,-2.771581336855888367e-02,-2.794327214360237122e-02,-2.246125936508178711e-01,-1.656448282301425934e-02,2.923527359962463379e-02,-1.042412668466567993e-01,-6.134875491261482239e-02,-1.223794594407081604e-01,-2.562750875949859619e-01,3.245159611105918884e-02
3.758901730179786682e-02,2.086483538150787354e-01,1.621327362954616547e-02,7.808373868465423584e-02,2.521727085113525391e-01,2.548352181911468506e-01,1.076743155717849731e-01,1.810908019542694092e-01,7.163814734667539597e-03,1.388746351003646851e-01,1.250516921281814575e-01,-5.473079904913902283e-02,1.674173027276992798e-01,1.185197457671165466e-01,5.581311881542205811e-02,2.599668875336647034e-02,1.344287693500518799e-01,2.484476566314697266e-01,4.096740856766700745e-02,4.331004619598388672e-02,-1.559632718563079834e-01,9.541925787925720215e-02,4.363635182380676270e-01,9.190310537815093994e-02,1.221597194671630859e-01,1.625302881002426147e-01,2.108171731233596802e-01,1.945856660604476929e-01,2.297731935977935791e-01,2.333334647119045258e-02,1.745039671659469604e-01,2.785889506340026855e-01,-1.882034912705421448e-02,-1.458625048398971558e-01,-3.641698881983757019e-02,1.174240112304687500e-01,2.813341096043586731e-02,4.464434459805488586e-02,1.116798594594001770e-01,8.972385525703430176e-02,2.958100140094757080e-01,-5.797313991934061050e-03,6.585149466991424561e-02,2.767549268901348114e-02,1.063896492123603821e-01,2.337051331996917725e-01,4.895311221480369568e-02,1.405794620513916016e-01,2.443988323211669922e-01,2.556739002466201782e-02
1.386549025774002075e-01,6.085681542754173279e-02,8.054453879594802856e-02,1.389575004577636719e-01,1.078659519553184509e-01,3.195378929376602173e-02,1.269684284925460815e-01,1.531323045492172241e-01,-6.382806599140167236e-02,-1.245630998164415359e-02,1.685879230499267578e-01,6.721381843090057373e-02,1.837102472782135010e-01,3.649880737066268921e-02,4.972502961754798889e-02,-1.783341355621814728e-02,1.895549893379211426e-01,1.693199127912521362e-01,8.342544734477996826e-02,2.196227610111236572e-01,-9.920800477266311646e-02,1.178855150938034058e-01,2.886686623096466064e-01,5.144105106592178345e-02,3.590006008744239807e-02,2.007120251655578613e-01,1.651486903429031372e-01,7.935862243175506592e-02,9.183486551046371460e-02,1.982446163892745972e-01,2.176171392202377319e-01,1.379966884851455688e-01,5.345099419355392456e-02,1.022755503654479980e-01,-6.122660636901855469e-02,1.677580177783966064e-01,1.165699213743209839e-01,2.564100921154022217e-01,2.667902708053588867e-01,1.194520890712738037e-01,2.511523365974426270e-01,2.296875268220901489e-01,9.104409813880920410e-02,9.436508268117904663e-02,-1.111597660928964615e-02,-8.761426806449890137e-02,2.935306541621685028e-02,1.365849226713180542e-01,1.229391843080520630e-01,1.172500625252723694e-01
1.290101855993270874e-01,2.167900353670120239e-01,6.547700613737106323e-02,2.042917758226394653e-01,1.522860378026962280e-01,1.709489226341247559e-01,6.849326193332672119e-02,5.431821197271347046e-02,1.904591321945190430e-01,6.089808791875839233e-02,4.320175573229789734e-02,3.676206246018409729e-02,7.494474202394485474e-02,1.245069056749343872e-01,6.197546795010566711e-02,-5.188331753015518188e-02,1.357703059911727905e-01,1.721652895212173462e-01,9.018411487340927124e-02,-1.141197010874748230e-01,-3.379383683204650879e-02,3.070896863937377930e-02,-1.001249477267265320e-01,2.170188575983047485e-01,7.025244832038879395e-02,2.010820955038070679e-01,7.689445465803146362e-02,-2.226649038493633270e-02,8.189015090465545654e-02,1.993075944483280182e-02,1.269113123416900635e-01,1.056999042630195618e-01,-8.084651082754135132e-02,6.460445467382669449e-03,3.040477447211742401e-02,3.940152749419212341e-02,5.229351297020912170e-02,1.015947833657264709e-01,7.056314498186111450e-02,1.731056720018386841e-01,4.687537625432014465e-02,2.197810448706150055e-02,1.839303821325302124e-01,1.911938190460205078e-02,-1.117552518844604492e-01,-2.593549527227878571e-02,1.536432504653930664e-01,2.930839657783508301e-01,2.252983748912811279e-01,-5.561727657914161682e-02
1.057051047682762146e-01,-2.205065637826919556e-01,2.481434307992458344e-02,1.111599057912826538e-01,-1.301921457052230835e-01,-1.945100128650665283e-01,1.832849532365798950e-01,2.748872339725494385e-02,-2.747019194066524506e-02,-7.944251596927642822e-02,-2.483786828815937042e-02,-4.111741110682487488e-02,-3.981376998126506805e-03,6.228293851017951965e-02,1.110181957483291626e-01,-2.055601915344595909e-03,1.737590432167053223e-01,1.233520060777664185e-01,-2.606228739023208618e-02,3.486110642552375793e-02,5.450663715600967407e-02,-1.470966488122940063e-01,8.734115213155746460e-02,-8.371368050575256348e-02,6.141325086355209351e-02,-4.755281656980514526e-02,6.472450494766235352e-02,-1.444027293473482132e-02,-7.335271686315536499e-02,-2.486662119626998901e-01,-6.084470078349113464e-02,1.389286071062088013e-01,1.987163163721561432e-02,-8.280348964035511017e-03,6.515473127365112305e-03,8.144708350300788879e-03,1.100113168358802795e-01,9.411418437957763672e-02,1.857037544250488281e-01,-1.643346399068832397e-01,3.701379522681236267e-02,-6.782945990562438965e-02,-7.589568197727203369e-02,-7.753007113933563232e-02,1.364693194627761841e-01,-1.121974270790815353e-02,2.025281041860580444e-01,-1.122955046594142914e-02,-9.185055643320083618e-02,9.458926320075988770e-02
