1.368100345134735107e-01,6.097948178648948669e-02,-1.006423458456993103e-01
5.743257701396942139e-02,4.046344757080078125e-02,-8.329312503337860107e-02
4.381742794066667557e-03,5.432975292205810547e-02,-8.638000488281250000e-02
9.429538995027542114e-02,1.635407209396362305e-01,1.342243850231170654e-01
1.422326564788818359e-01,-4.494090750813484192e-02,-9.040181338787078857e-02
-4.770139604806900024e-02,1.555459499359130859e-01,-5.937204509973526001e-02
-8.910699188709259033e-02,-2.261596918106079102e-01,3.557844460010528564e-02
2.207114547491073608e-01,7.642971724271774292e-02,-5.985669791698455811e-02
-1.903200149536132812e-01,2.406925708055496216e-01,-6.270761042833328247e-02
1.117659211158752441e-01,1.507156193256378174e-01,1.542377769947052002e-01
-1.999019235372543335e-01,-6.200142670422792435e-04,3.329515457153320312e-04
-8.777824789285659790e-02,-2.895766496658325195e-02,-7.049620151519775391e-03
4.315790161490440369e-02,-3.071516565978527069e-02,-1.570267379283905029e-01
2.033908963203430176e-01,9.847952425479888916e-02,-4.193095862865447998e-02
-4.626230802386999130e-03,-1.837316527962684631e-02,4.280574619770050049e-02
-6.305294483900070190e-02,1.971511691808700562e-01,1.366753876209259033e-01
3.169566392898559570e-02,1.098460331559181213e-01,5.915156006813049316e-02
6.983699649572372437e-02,1.772442013025283813e-01,-6.808325648307800293e-03
9.980361908674240112e-02,-1.884858608245849609e-01,1.939117908477783203e-02
1.715121045708656311e-02,-2.056255750358104706e-02,-7.616095244884490967e-02
8.462467044591903687e-02,1.015585809946060181e-01,-1.412643641233444214e-01
6.328354030847549438e-02,-3.954400867223739624e-02,-9.879017621278762817e-02
-1.719283014535903931e-01,3.754718899726867676e-01,1.242681145668029785e-01
-1.353629231452941895e-01,-1.703023314476013184e-01,-9.622573852539062500e-02
-5.626893136650323868e-03,-2.935469150543212891e-02,2.116641402244567871e-02
9.365498274564743042e-02,9.780412167310714722e-02,-1.117172837257385254e-02
4.059550166130065918e-02,-1.214917451143264771e-01,-8.825816959142684937e-02
-3.708114326000213623e-01,2.308722212910652161e-02,-1.609953045845031738e-01
-1.251115649938583374e-02,1.542816013097763062e-01,-8.927563577890396118e-02
-2.363170310854911804e-02,-1.421054601669311523e-01,6.627041101455688477e-02
