-8.617652207612991333e-02,8.514725416898727417e-02,-4.612897522747516632e-03
3.448597490787506104e-01,2.444998174905776978e-01,1.097606346011161804e-01
1.818984150886535645e-01,-7.160718739032745361e-02,-1.588772982358932495e-01
1.546988636255264282e-01,3.590001165866851807e-02,-3.300068154931068420e-02
6.334158033132553101e-02,-5.735023319721221924e-02,-1.731831580400466919e-01
-1.997235417366027832e-01,-6.967107206583023071e-02,-9.285655803978443146e-03
2.305952608585357666e-01,1.034931167960166931e-01,9.670449793338775635e-02
1.100873574614524841e-01,1.368036270141601562e-01,-1.806240230798721313e-01
-4.942386597394943237e-02,1.557182669639587402e-01,1.508252974599599838e-02
-1.340201869606971741e-02,1.704265922307968140e-01,5.215074401348829269e-03
-1.875089555978775024e-01,-1.001561731100082397e-01,-1.566846519708633423e-01
4.752584546804428101e-02,-1.016985774040222168e-01,-1.218524500727653503e-01
-1.035434901714324951e-01,-1.149491369724273682e-01,-2.056097388267517090e-01
1.149874627590179443e-01,1.776712685823440552e-01,6.699880212545394897e-02
-8.143889904022216797e-02,-1.237516552209854126e-01,-9.801358729600906372e-02
8.043024688959121704e-02,1.027030795812606812e-01,1.615089029073715210e-01
-1.231940016150474548e-01,-8.067263662815093994e-02,-5.028170347213745117e-02
2.059154212474822998e-01,-9.813632816076278687e-02,-1.170475929975509644e-01
-1.296396851539611816e-01,-1.951867341995239258e-02,-1.282478421926498413e-01
-2.616614699363708496e-01,1.273140497505664825e-02,1.090156137943267822e-01
3.159055486321449280e-02,1.495536565780639648e-01,-4.389537870883941650e-02
-3.402209654450416565e-02,2.192612737417221069e-02,9.928528219461441040e-02
-8.448585867881774902e-02,1.651877313852310181e-01,4.482651129364967346e-02
-1.838320642709732056e-01,-1.101197972893714905e-01,-1.672429144382476807e-01
-5.751988664269447327e-02,1.373413354158401489e-01,1.945405453443527222e-01
1.720234900712966919e-01,4.400897771120071411e-02,1.759320348501205444e-01
1.715372204780578613e-01,1.189142018556594849e-01,-4.157733917236328125e-02
1.213907375931739807e-01,6.445486098527908325e-02,1.775639057159423828e-01
1.519286930561065674e-01,1.595077291131019592e-02,-7.791966944932937622e-02
3.952041640877723694e-02,-1.714196503162384033e-01,1.612503230571746826e-01
3.161923587322235107e-01,-1.194825768470764160e-01,2.155742198228836060e-01
-9.979058057069778442e-02,-2.007627114653587341e-02,-9.500784426927566528e-02
-1.654473096132278442e-01,-4.918768629431724548e-02,-7.335277646780014038e-02
-9.806809574365615845e-02,1.551951020956039429e-01,-6.384667009115219116e-02
-1.656202375888824463e-01,4.251691699028015137e-02,-3.706095218658447266e-01
5.415385216474533081e-02,2.300854325294494629e-01,5.273566395044326782e-02
9.463361650705337524e-02,1.037948802113533020e-01,-1.020394563674926758e-01
-6.369294226169586182e-02,1.657364889979362488e-02,1.418544501066207886e-01
4.981979727745056152e-02,-1.573223471641540527e-01,-6.955482810735702515e-02
2.262018024921417236e-01,-2.808618545532226562e-02,2.446082234382629395e-01
-3.789046406745910645e-02,2.045742720365524292e-01,-9.291939437389373779e-02
-4.857389926910400391e-01,-1.001531109213829041e-01,-6.994089111685752869e-03
-9.442400932312011719e-02,-1.318403892219066620e-02,1.512216627597808838e-01
2.357243597507476807e-01,-4.070897027850151062e-02,1.345683932304382324e-01
7.648175209760665894e-02,6.658252328634262085e-02,3.195300102233886719e-01
-1.555867642164230347e-01,-1.162741780281066895e-01,2.069919407367706299e-01
3.715919852256774902e-01,2.030240297317504883e-01,1.021876558661460876e-01
-1.204498559236526489e-01,-3.294132277369499207e-02,7.430534809827804565e-02
-2.376313880085945129e-02,1.465797424316406250e-01,1.016940996050834656e-01
-5.708480253815650940e-02,1.999406889081001282e-02,-1.195669919252395630e-02
